File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/BuildTimeFeatureFactory.java,89,59,50,7,11,4,19,92,10,55,3,1,3,36,0.7,29096.1,4,1,9,3,0,99.33,13,49,0,1,99.1,0,0.5,0,1,3,7,2104.64,1,1,0,0,0,1,9,0,0,2,3,8,352,1,4
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/BuildTimeSite.java,153,117,84,34,12,9,24,172,10,55,6,0.4,5,83,1.46,74580.4,8,2,8,6,0,117.45,23,108,0,1,96.83,0,0.5,0.17,2,14,9,4370.24,2,3,0,0,0,1,30,0,0,3,3,18,773,1,9
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/BuildTimeSiteContentProvider.java,65,42,34,6,8,0,15,94,10,55,5,0,1.6,29,0.28,8228.58,7,2,6,5,0,169.49,5,35,0,1,119.49,0,0.5,0.5,1,7,3,828.58,0,4,0,0,0,1,8,0,0,1,2,2,187,1,1
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/BuildTimeSiteFactory.java,158,103,80,20,19,6,36,278,10,55,6,0.05,3.67,81,1.08,58912.2,10,4,9,6,1,79.84,32,93,1,1,97.71,0,0.5,0.29,2,6,10,3240.87,0,2,0,0,0,1,22,0,0,4,2,19,559,1,1
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/PDEState.java,408,329,249,71,37,14,42,192,10,54,30,0.1,2.63,246,3.56,150167,35,5,13,30,0,157.96,46,315,0,1,107.96,0,0,0.11,13,254,11,10671.9,0,8,0,0,0,0,79,0,0,22,2,30,2075,1,9
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/PluginPathFinder.java,63,48,36,11,5,3,10,57,10,54,3,0,3.67,32,0.43,18697.3,3,0,5,3,0,153.52,3,42,0,1,103.52,0,0,0,2,3,5,1301.28,0,3,0,0,0,0,11,0,0,0,0,3,255,1,0
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/PluginRegistryConverter.java,115,93,72,21,11,5,11,78,10,54,6,0.8,3.67,80,1.36,71503,7,1,8,6,0,147.05,6,84,0,1,97.05,0,0.5,0.33,2,10,5,4068.76,4,2,0,0,0,1,22,0,0,4,0,6,751,1,1
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/site/QualifierReplacer.java,63,41,32,10,12,8,10,72,10,54,2,1,6.5,28,0.49,26295.3,3,1,3,2,0,95.62,8,37,0,1,95.38,0,0,0.5,0,2,8,1479.76,0,2,0,0,0,0,13,0,0,0,1,8,288,1,3
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/SourceFeatureInformation.java,40,20,15,2,5,0,15,101,10,55,3,0,1.33,15,0.15,2302,4,1,2,4,0,172.14,5,17,0,1,122.14,0,0,1,0,0,2,441.58,0,1,0,0,1,0,4,0,1,2,1,5,105,1,0
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/SourceFeatureWriter.java,44,28,23,1,5,4,11,73,10,55,2,0,2,16,0.19,5365.16,2,0,8,2,0,150.04,5,19,0,1,110.15,0,0.5,0,0,2,3,570.3,1,0,0,0,0,1,4,0,0,2,0,5,116,1,1
org.eclipse.pde.build/src/org/eclipse/pde/internal/build/Utils.java,477,331,232,95,41,13,105,533,10,55,21,0,4.29,273,3.83,213538,21,0,9,21,1,79.68,107,307,1,1,97.56,0,0,0,5,21,10,11485.4,0,16,0,0,0,0,90,0,0,5,1,40,2138,2,4
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/AssemblerTask.java,89,42,33,0,10,0,37,172,10,55,6,0.2,1.17,23,0.2,2904.24,7,1,7,6,0,132.26,27,34,0,1,132.02,0,0.5,0.83,0,0,2,593.83,0,0,0,0,0,1,7,0,0,6,0,6,156,1,1
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/BuildManifestTask.java,285,175,136,17,23,15,87,254,10,55,19,0.01,1.89,130,1.57,48606.5,29,10,9,19,0,115.23,92,165,0,1,114.99,0,0.5,0.11,9,207,4,4702.89,0,4,0,0,0,1,36,0,0,15,2,35,934,1,0
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/BuildScriptGeneratorTask.java,151,53,38,0,16,0,82,466,10,55,13,0.25,1.08,30,0.25,2930.52,14,1,6,14,0,123.35,72,46,0,1,141.22,0,0.5,0.77,1,0,2,745.9,0,0,0,0,1,1,14,0,1,13,0,13,209,1,2
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/FetchFileGeneratorTask.java,76,31,23,0,9,0,36,232,10,55,6,0.2,1.17,16,0.13,1768.85,7,1,5,7,0,140.52,26,25,0,1,140.29,0,0.5,0.83,0,0,2,386,0,0,0,0,1,1,7,0,1,6,0,6,107,1,1
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/FetchTask.java,131,50,36,0,15,0,66,385,10,55,11,0.1,1.18,28,0.21,2631.18,12,1,5,11,0,123.13,56,44,0,1,141,0,0.5,0.91,0,0,2,643.85,0,0,0,0,0,1,13,0,0,11,0,12,178,1,2
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/GenericVersionReplacer.java,79,47,37,4,9,4,23,130,10,55,5,0.15,1.8,34,0.41,12923.5,10,5,2,5,0,135.58,17,44,0,1,114.97,0,0.5,0.32,2,10,5,1223.91,1,0,0,0,0,1,9,0,0,5,0,7,276,1,2
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/IdReplaceTask.java,262,188,148,31,28,14,46,290,10,55,9,0.08,4.56,146,2.14,211002,23,14,4,10,0,73.45,50,183,0,1,91.32,0,0.5,0.14,2,24,17,6424.03,0,1,0,0,1,1,41,0,1,8,0,29,1137,1,5
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/ManifestModifier.java,112,74,57,4,12,4,26,141,10,55,8,0.04,1.75,49,0.5,9851.87,12,4,6,9,0,157.39,20,67,0,1,117.51,0,0.5,0.28,5,12,3,1499.63,0,0,0,0,1,1,14,0,1,8,0,9,333,1,2
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/PluginVersionReplaceTask.java,161,108,81,16,18,6,35,168,10,55,8,0.04,3.12,73,0.97,49429.5,15,7,3,8,0,125.91,31,104,0,1,105.29,0,0.5,0.18,2,20,7,2923.65,0,1,0,0,0,1,25,0,0,7,0,18,574,1,5
org.eclipse.pde.build/src_ant/org/eclipse/pde/internal/build/tasks/UnzipperGeneratorTask.java,72,33,25,0,7,0,32,184,10,55,5,0.25,1.4,16,0.14,2322.26,6,1,6,6,0,132.36,22,26,0,1,132.12,0,0.5,0.8,0,0,2,418.17,0,0,0,0,1,1,7,0,1,5,0,5,109,1,2
org.eclipse.pde/src/org/eclipse/pde/internal/BaseProject.java,107,76,52,13,16,0,15,77,10,56,8,0.86,2,58,0.64,29680.2,9,1,2,8,0,111.21,5,73,0,1,111.21,0,0.5,0.25,3,14,4,1930.16,0,0,0,0,0,1,16,0,0,8,1,4,393,2,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/CompilerFlags.java,177,132,94,16,26,16,19,109,10,56,14,0.03,1.29,89,1.23,28083.1,40,26,2,14,0,165.91,25,129,0,1,115.91,0,0,0.07,1,54,3,3681.99,0,3,0,0,0,0,18,0,0,11,0,18,745,1,1
org.eclipse.pde/src/org/eclipse/pde/internal/builders/DependencyLoop.java,40,21,15,3,9,0,10,56,10,56,5,0,1,13,0.07,739.03,7,2,1,5,0,142.69,0,19,0,1,142.69,0,0,0.5,0,10,1,218.37,0,2,0,0,0,0,5,0,0,3,0,0,66,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/DependencyLoopFinder.java,144,87,61,19,24,4,33,204,10,56,6,1,3.5,65,0.98,87218.5,7,1,4,6,0,121.25,23,82,0,1,100.63,0,0,0.17,3,10,15,2928.02,0,0,0,0,0,0,21,0,0,6,0,23,528,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/ExtensionPointSchemaBuilder.java,352,285,198,52,47,12,20,154,10,56,17,0.06,3,165,2.63,116008,23,6,12,17,0,154.96,19,246,0,1,104.96,0,0.5,0.11,9,93,11,7895.08,2,4,0,0,0,1,51,0,0,13,0,19,1419,1,1
org.eclipse.pde/src/org/eclipse/pde/internal/builders/FeatureConsistencyChecker.java,322,276,154,49,30,23,16,116,10,56,13,0.19,2.92,129,1.75,63527.1,17,4,10,13,0,156.11,24,216,0,1,106.11,0,0.5,0.08,8,46,6,5242.68,1,0,0,0,0,1,38,0,0,13,0,24,1017,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/IMarkerFactory.java,22,6,5,0,3,0,13,59,10,56,1,0,1,2,0.01,51,1,0,2,1,0,166.94,3,3,0,1,146.32,0,0,0,0,1,1,34,0,0,0,0,0,0,1,0,0,1,0,1,13,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/ISchemaTransformer.java,23,8,7,0,5,0,10,56,10,56,2,0,1,3,0.04,172.06,2,0,3,2,0,155.76,0,4,0,1,155.76,0,0,0,0,2,1,114.71,0,0,0,0,0,0,2,0,0,2,0,0,32,1,1
org.eclipse.pde/src/org/eclipse/pde/internal/builders/PluginErrorReporter.java,122,96,65,10,16,0,10,56,10,56,16,0.02,1.62,53,0.59,9761.13,20,4,5,16,0,131.16,0,86,0,1,131.16,0,0.5,0.27,4,42,3,1755.55,0,0,0,0,0,1,26,0,0,16,0,0,414,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/SchemaHandler.java,163,116,88,14,21,2,26,86,10,56,12,0.16,2.17,78,1.09,34137.6,19,7,8,13,0,164.6,18,107,0,1,114.6,0,0.5,0.29,1,32,5,3269.63,0,3,0,0,1,1,26,0,1,9,0,7,652,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/SchemaMarkerFactory.java,48,20,15,1,7,2,21,97,10,56,4,0,1,12,0.1,1491.04,6,2,2,4,0,153.57,13,17,0,1,132.95,0,0,0.5,0,6,1,287.73,0,0,0,0,0,0,4,0,0,4,1,4,77,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/SchemaTransformer.java,1065,937,526,170,69,171,59,468,10,56,2,0,1,3,0.04,172.06,2,0,3,2,1,155.76,0,4,1,1,155.76,0,0,0,0,2,1,114.71,0,0,0,0,0,0,2,0,0,2,0,0,32,1,3
org.eclipse.pde/src/org/eclipse/pde/internal/builders/UpdateSiteBuilder.java,190,162,91,24,14,17,14,99,10,56,8,0.43,2.5,75,0.96,30970.8,10,2,7,8,0,146.83,18,127,0,1,106.94,0,0.5,0.12,4,14,5,2878.92,1,0,0,0,0,1,20,0,0,8,0,18,566,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/builders/ValidatingSAXParser.java,70,46,35,3,11,0,13,62,10,56,4,1,3,21,0.27,6681.4,5,1,7,4,0,119.3,3,38,0,1,119.3,0,0,0.25,2,6,6,818.9,0,1,0,0,0,0,12,0,0,3,0,1,176,1,1
org.eclipse.pde/src/org/eclipse/pde/internal/FeatureProject.java,27,13,9,0,4,0,10,56,10,56,3,0,1,7,0.04,346.84,3,0,1,3,0,143.53,0,11,0,1,143.53,0,0.5,0,0,3,1,126.81,2,0,0,0,0,1,3,0,0,3,0,0,39,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/PDE.java,159,126,87,20,18,9,15,103,10,56,17,0.07,1.65,74,0.95,24118.7,27,10,5,17,1,123.61,14,120,1,1,123.61,0,0.5,0.04,4,84,5,2840.03,1,6,0,0,0,1,28,0,0,11,0,14,631,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/PluginProject.java,34,15,11,0,4,0,15,64,10,56,3,0,1,9,0.06,609.59,3,0,1,3,0,185.03,5,13,0,1,135.03,0,0.5,0,0,3,1,174.22,2,0,0,0,0,1,3,0,0,3,0,2,51,1,0
org.eclipse.pde/src/org/eclipse/pde/internal/SiteProject.java,27,13,9,0,4,0,10,56,10,56,3,0,1,7,0.04,346.84,3,0,1,3,0,143.53,0,11,0,1,143.53,0,0.5,0,0,3,1,126.81,2,0,0,0,0,1,3,0,0,3,0,0,39,1,0
org.eclipse.pde/src_ant/org/eclipse/pde/ant/ConvertSchemaToHTML.java,278,221,154,38,36,12,21,146,10,56,11,0.04,3.82,111,1.88,103091,16,5,16,12,0,152.11,19,177,0,1,102.11,0,0.5,0.24,2,35,15,5651.36,1,3,0,0,1,1,42,0,1,8,0,13,978,1,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/build/IBuild.java,52,9,8,0,1,0,42,191,10,56,4,0,1,5,0.03,141.11,4,0,2,4,0,110.71,32,6,0,1,158.81,0,0,0,0,4,1,93.21,0,0,0,0,0,0,4,0,0,4,0,5,34,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/build/IBuildEntry.java,99,19,18,0,3,6,77,377,10,56,8,6,1,15,0.14,1659.94,14,6,2,8,0,102.76,73,16,0,1,152.75,0,0,0,0,8,1,418.23,0,2,0,0,0,0,8,0,0,6,0,21,113,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/build/IBuildModel.java,47,7,6,0,2,0,38,199,10,56,3,0,1,4,0.02,68.92,3,0,1,3,0,110.28,28,5,0,1,160.28,0,0,0,0,3,1,46.46,0,1,0,0,0,0,3,0,0,2,0,4,20,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/build/IBuildModelFactory.java,26,4,3,0,2,0,20,95,10,56,1,0,1,2,0.01,30.51,1,0,0,1,0,99.6,10,3,0,1,148.08,0,0,0,0,1,1,25.51,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IBaseModel.java,58,8,7,0,3,0,47,258,10,56,4,0,1,5,0.02,68.19,4,0,1,4,0,111.3,37,6,0,1,161.3,0,0.5,0,0,4,1,50.09,0,0,0,0,0,1,4,0,0,4,0,5,23,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IEditable.java,66,8,7,0,2,0,56,345,10,56,4,0,1,5,0.02,91.82,4,0,1,4,0,116.16,46,6,0,1,160.28,0,0,0,0,4,1,66.38,0,0,0,0,0,0,4,0,0,4,0,5,27,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IEditableModel.java,30,4,3,0,2,0,24,129,10,56,1,0,1,2,0.01,44.19,1,0,0,1,0,126.67,14,3,0,1,146.81,0,0,0,0,1,1,26.09,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IIdentifiable.java,41,7,6,0,2,1,32,154,10,56,2,1,1,4,0.03,210.82,3,1,1,2,0,99.71,23,5,0,1,143.84,0,0,0,0,2,1,80.58,0,1,0,0,0,0,2,0,0,1,0,5,26,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModel.java,135,17,14,0,1,0,117,747,10,56,9,0,1,10,0.06,305.11,9,0,3,9,0,114.82,107,13,0,1,158.95,0,0,0,0,9,1,175,0,1,0,0,0,0,9,0,0,8,0,10,64,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangedEvent.java,81,13,12,0,1,0,67,349,10,56,6,4,1,11,0.06,486.32,10,4,0,6,0,105.97,57,12,0,1,155.97,0,0,0,0,6,1,186.86,0,4,0,0,0,0,6,0,0,2,0,11,60,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangedListener.java,31,4,3,0,2,0,25,126,10,56,1,0,1,2,0.01,41.48,1,0,0,1,0,136.67,15,3,0,1,147.03,0,0,0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangeProvider.java,60,8,6,0,2,0,50,247,10,56,4,0,1,5,0.04,184.76,4,0,0,4,0,109.42,40,7,0,1,157.89,0,0,0,0,4,1,111.93,0,0,0,0,0,0,4,0,0,4,0,5,38,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelProvider.java,57,7,6,0,1,0,49,275,10,56,3,0,1,4,0.02,75.5,3,0,1,3,0,130.59,39,5,0,1,159.97,0,0,0,0,3,1,60.67,0,0,0,0,0,0,3,0,0,3,0,4,24,1,0
