File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnClassLiteralAccess.java,62,21,15,2,11,1,30,137,10,56,3,0.25,1.33,11,0.15,2315.91,5,2,2,3,0,130.4,1,18,0,1,130.4,0,0.5,0.33,0,4,2,451.51,1,1,0,0,0,1,4,0,0,2,0,1,110,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnClassReference.java,25,9,6,1,6,1,10,57,10,56,2,0,1,5,0.05,598.78,2,0,0,2,0,140.27,1,8,0,1,140.27,0,0.5,0,0,2,1,157.71,0,1,0,0,0,1,2,0,0,1,0,1,44,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnExceptionReference.java,51,9,6,1,6,1,36,158,10,56,2,0,1,5,0.05,598.78,2,0,0,2,0,110.89,27,8,0,1,140.27,0,0.5,0,0,2,1,157.71,0,1,0,0,0,1,2,0,0,1,0,2,44,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnExplicitConstructorCall.java,84,42,29,11,11,5,31,145,10,56,3,0,4.33,32,0.37,18196.6,3,0,2,3,0,153.57,5,39,0,1,103.57,0,0.5,0,0,3,6,1095.1,1,1,0,0,0,1,13,0,0,2,0,5,216,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnFieldName.java,44,26,21,3,8,5,10,61,10,56,3,0,1.67,17,0.2,4042.66,5,2,3,4,0,170.16,5,22,0,1,120.16,0,0.5,0.5,0,5,3,611.52,2,1,0,0,1,1,5,0,1,2,0,5,139,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnFieldType.java,60,24,18,3,6,1,30,165,10,56,3,1,1.33,13,0.14,2537.5,4,1,3,3,0,125.42,1,20,0,1,125.42,0,0.5,0.33,0,3,2,427.59,0,1,0,0,0,1,4,0,0,2,0,1,106,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnImportReference.java,52,15,11,3,6,1,31,141,10,56,2,0,2,12,0.13,4200.38,2,0,1,2,0,115.65,1,13,0,1,115.65,0,0.5,0,0,2,3,392.85,1,1,0,0,0,1,4,0,0,1,0,1,88,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnInterfaceReference.java,21,9,6,1,2,1,10,57,10,56,2,0,1,5,0.05,598.78,2,0,0,2,0,140.27,1,8,0,1,140.27,0,0.5,0,0,2,1,157.71,0,1,0,0,0,1,2,0,0,1,0,1,44,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnKeyword.java,18,5,4,0,3,0,10,56,10,56,2,0,1,3,0.01,53.31,2,0,0,2,0,159.77,0,4,0,1,159.77,0,0,0,0,2,1,35.54,0,0,0,0,0,0,2,0,0,2,0,0,16,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnKeyword1.java,43,29,22,3,4,1,10,57,10,56,7,0.83,1,17,0.16,2039.38,8,1,3,7,0,140.36,1,25,0,1,140.36,0,0.5,0.29,1,12,1,473.43,0,2,0,0,0,1,7,0,0,5,1,1,130,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnKeyword2.java,34,20,17,3,4,1,10,57,10,56,4,0.17,1,15,0.14,2435.49,6,2,1,4,0,131.27,1,18,0,1,131.27,0,0.5,0.62,0,6,1,432.08,1,1,0,0,0,1,4,0,0,3,1,1,110,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnKeyword3.java,41,27,21,3,4,1,10,57,10,56,6,0.8,1,16,0.15,2242.85,7,1,3,6,0,139.51,1,23,0,1,139.51,0,0.5,0.33,0,10,1,462.01,0,2,0,0,0,1,6,0,0,4,1,1,125,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnLocalName.java,48,27,22,3,11,4,10,60,10,56,3,0,1.67,18,0.21,4221.3,5,2,3,4,0,167.06,4,23,0,1,117.06,0,0.5,0.5,0,4,3,634.13,2,1,0,0,1,1,5,0,1,2,0,4,143,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMemberAccess.java,61,19,13,2,10,1,32,153,10,56,3,0,1.33,9,0.13,3319.34,3,0,2,3,0,129.17,2,16,0,1,129.17,0,0.5,0,0,3,2,381.54,2,1,0,0,0,1,4,0,0,2,0,2,94,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMessageSend.java,73,32,22,10,10,5,31,146,10,56,2,0,5.5,26,0.35,19801,2,0,2,2,0,137.48,5,29,0,1,97.59,0,0.5,0,0,2,6,1047.78,2,1,0,0,0,1,11,0,0,1,0,5,208,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMethodName.java,54,36,28,7,8,4,10,60,10,56,3,1,3,30,0.3,16300.9,4,1,3,3,0,154.03,4,32,0,1,104.03,0,0.5,0,0,3,7,901.97,4,1,0,0,0,1,9,0,0,2,0,4,186,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMethodReturnType.java,34,18,14,1,6,0,10,56,10,56,3,0,1,10,0.09,1343.54,3,0,3,3,0,132.33,0,14,0,1,132.33,0,0.5,0,0,3,1,259.48,0,1,0,0,0,1,3,0,0,2,0,0,71,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnPackageReference.java,51,15,11,3,5,1,31,141,10,56,2,0,2,12,0.13,4154.7,2,0,1,2,0,115.69,1,13,0,1,115.69,0,0.5,0,0,2,3,383.31,1,1,0,0,0,1,4,0,0,1,0,1,86,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedAllocationExpression.java,74,35,23,9,6,5,33,187,10,56,2,0,5,23,0.34,24309.9,2,0,2,2,0,139.5,5,32,0,1,99.62,0,0.5,0,0,2,8,1028.77,2,1,0,0,0,1,10,0,0,1,0,5,202,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedClassReference.java,28,15,11,2,3,1,10,57,10,56,2,0,1.5,13,0.12,3381.29,2,0,0,2,0,116.46,1,14,0,1,116.46,0,0.5,0,0,2,2,356.55,0,1,0,0,0,1,3,0,0,1,0,1,84,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedExceptionReference.java,55,15,11,2,3,1,37,165,10,56,2,0,1.5,13,0.12,3381.29,2,0,0,2,0,96.32,28,14,0,1,116.46,0,0.5,0,0,2,2,356.55,0,1,0,0,0,1,3,0,0,1,0,2,84,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedInterfaceReference.java,28,15,11,2,3,1,10,57,10,56,2,0,1.5,13,0.12,3381.29,2,0,0,2,0,116.46,1,14,0,1,116.46,0,0.5,0,0,2,2,356.55,0,1,0,0,0,1,3,0,0,1,0,1,84,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedNameReference.java,72,33,26,4,6,2,33,155,10,56,3,0.5,2.33,26,0.31,10138.2,4,1,2,3,0,159.33,3,30,0,1,109.33,0,0.5,0.67,0,4,4,923.21,0,1,0,0,0,1,7,0,0,2,0,3,200,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedTypeReference.java,66,33,25,4,6,2,27,150,10,56,5,0.75,1.4,25,0.24,5831.2,6,1,2,5,0,170.7,6,30,0,1,120.7,0,0.5,0.4,1,8,2,708.8,0,1,0,0,0,1,7,0,0,4,0,4,167,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnSingleNameReference.java,62,22,17,1,10,1,30,136,10,56,4,0.33,1,14,0.14,1864.31,6,2,2,4,0,132.19,1,19,0,1,132.19,0,0.5,0.25,0,4,1,412.72,1,1,0,0,0,1,4,0,0,3,0,1,107,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnSingleTypeReference.java,63,33,24,6,4,1,26,135,10,56,6,0.6,1.33,21,0.17,2696.11,7,1,2,6,0,132.25,4,30,0,1,132.25,0,0.5,0.5,1,6,2,511.82,2,1,0,0,0,1,8,0,0,5,0,2,132,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionParser.java,2516,2048,1457,500,156,60,312,2417,10,56,102,0.02,4.2,1450,21.4,2110980,160,58,7,102,0,114.55,353,2040,0,1,93.93,0,0.5,0.04,26,5230,79,64187.3,72,1,0,0,0,1,428,0,0,101,0,247,10651,1,19
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionScanner.java,724,603,362,278,28,31,93,776,10,56,6,0.2,26.67,364,8.57,2914250,12,6,3,6,0,68.27,104,599,0,1,59.14,0,0.5,0.33,0,10,137,25697.5,15,0,0,0,0,1,160,0,0,6,0,86,3548,1,4
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/InvalidCursorLocation.java,31,11,9,0,5,4,15,86,10,56,1,4,1,8,0.08,1262.75,6,5,0,1,0,62.89,9,10,0,1,112.89,0,0.5,0.2,0,1,1,242.99,0,0,0,0,0,1,1,0,0,1,0,6,59,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/CompletionEngine.java,3559,2833,1555,497,515,64,211,1423,10,56,60,0.05,8.83,1642,28.79,3073060,102,42,28,63,1,80.26,263,2746,1,1,80.02,0,0.5,0.08,39,1266,41,86372.6,5,1,0,0,3,1,530,0,3,59,5,156,13615,2,30
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/IExtendedCompletionRequestor.java,25,11,4,0,3,0,11,64,10,55,1,0,1,2,0.03,183.84,1,0,1,1,0,191.94,1,9,0,1,141.94,0,0.5,0,0,1,1,88.4,0,0,0,0,0,1,1,0,0,1,0,1,26,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/AssistOptions.java,170,141,98,29,9,12,20,100,10,56,3,0.43,11.33,95,1.44,103430,25,22,2,3,0,36.79,22,138,0,1,79.08,0,0,0.33,1,4,31,4325.12,0,0,0,0,0,0,34,0,0,3,0,16,769,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/AssistParser.java,1212,960,692,174,90,24,162,1273,10,56,73,0.02,2.86,673,7.88,649372,92,19,27,73,0,143.95,172,932,0,1,104.06,0,0.5,0.08,26,2220,28,23625.7,37,10,0,0,0,1,209,0,0,63,0,116,4443,2,8
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/Engine.java,202,147,94,43,25,4,30,177,10,56,9,0.02,4.11,102,1.27,90690.8,14,5,9,9,0,140.19,24,137,0,1,100.3,0,0,0.18,2,20,14,3816.87,0,0,0,0,0,0,37,0,0,9,1,13,740,2,6
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/Keywords.java,58,45,44,0,3,41,10,97,10,56,0,0,0,43,0.92,21170.1,42,42,0,1,0,171,41,44,0,1,171,0,0,0,0,0,0,2772.27,0,0,0,0,1,0,0,0,1,0,0,41,421,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/ISearchableNameEnvironment.java,49,6,5,0,5,0,38,246,10,56,2,0,1,3,0.03,121.78,2,0,1,2,0,136.8,28,4,0,1,156.95,0,0.5,0,0,2,1,75.15,0,0,0,0,0,1,2,0,0,2,0,3,25,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/ISearchRequestor.java,61,7,6,0,6,0,48,324,10,56,4,0,1,5,0.05,349.28,4,0,0,4,0,105.72,38,6,0,1,155.71,0,0,0,0,4,1,156.81,0,0,0,0,0,0,4,0,0,4,0,5,49,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/ISelectionRequestor.java,195,37,9,0,8,0,150,825,10,56,6,0,1,7,0.12,713.77,6,0,1,6,0,201.93,140,35,0,1,154.66,0,0,0,0,6,1,373.1,0,0,0,0,0,0,6,0,0,6,0,8,102,1,4
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/RelevanceConstants.java,35,21,20,0,4,0,10,56,10,56,0,0,0,19,0.19,2656.54,18,18,0,0,0,171,0,20,0,1,171,0,0,0,0,0,0,579.61,0,0,0,0,0,0,0,0,0,0,0,0,113,1,4
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionNodeFound.java,29,16,12,0,3,1,10,64,10,56,3,0.25,1,10,0.06,661.33,5,2,1,3,0,134.75,1,14,0,1,134.75,0,0.5,0.33,0,3,1,184.38,0,0,0,0,0,1,3,0,0,3,0,1,55,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnArgumentName.java,51,30,24,3,11,2,10,58,10,56,4,0,1.5,18,0.2,3728.14,4,0,5,4,0,125.06,2,24,0,1,125.06,0,0.5,0,0,4,3,586.02,3,1,0,0,0,1,6,0,0,3,0,2,138,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnExplicitConstructorCall.java,74,34,23,7,11,5,29,125,10,56,3,0,3,22,0.27,12023,3,0,2,3,0,150.74,6,31,0,1,110.85,0,0.5,0,0,3,6,807.45,2,1,0,0,0,1,9,0,0,2,0,6,167,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnFieldReference.java,65,26,15,5,10,1,29,118,10,56,3,0,1.33,9,0.17,4843.74,3,0,4,3,0,127.87,2,21,0,1,127.87,0,0.5,0,0,3,2,519.05,2,2,0,0,0,1,4,0,0,1,0,2,120,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnFieldType.java,29,16,13,1,3,0,10,56,10,56,2,0,1,9,0.08,1248.4,2,0,3,2,0,126.53,0,12,0,1,126.53,0,0.5,0,0,2,1,253.55,0,1,0,0,0,1,2,0,0,1,0,0,66,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnImportReference.java,49,15,11,3,6,1,28,116,10,56,2,0,2,12,0.13,4200.38,2,0,1,2,0,115.65,1,13,0,1,115.65,0,0.5,0,0,2,3,392.85,1,1,0,0,0,1,4,0,0,1,0,1,88,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnLocalName.java,42,23,18,2,9,3,10,59,10,56,3,0,1.33,15,0.16,2992.58,3,0,2,3,0,171.24,3,20,0,1,121.24,0,0.5,0,0,3,2,488.85,3,1,0,0,0,1,4,0,0,2,0,3,112,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnMessageSend.java,127,76,49,21,17,4,34,155,10,56,3,0,6,53,0.71,49874,3,0,7,3,0,112.07,10,68,0,1,91.45,0,0.5,0,1,3,10,2134.92,1,3,0,0,0,1,18,0,0,0,0,7,404,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnPackageReference.java,47,15,11,3,4,1,28,116,10,56,2,0,2,12,0.13,4154.7,2,0,1,2,0,115.69,1,13,0,1,115.69,0,0.5,0,0,2,3,383.31,1,1,0,0,0,1,4,0,0,1,0,1,86,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedAllocationExpression.java,84,36,24,5,11,2,37,184,10,56,4,0,2,16,0.24,8068.33,4,0,6,4,0,162.24,9,29,0,1,122.36,0,0.5,0,0,4,4,721.35,2,2,0,0,0,1,8,0,0,2,0,9,156,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedNameReference.java,88,49,33,10,6,1,33,142,10,56,3,0,3.33,27,0.41,19030.6,3,0,8,3,0,155.19,4,40,0,1,105.19,0,0.5,0,0,3,6,1244.66,0,2,0,0,0,1,10,0,0,1,0,4,254,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedSuperReference.java,60,21,15,2,7,1,32,130,10,56,3,0,1.33,9,0.12,2700.7,3,0,4,3,0,129.87,1,16,0,1,129.87,0,0.5,0,0,3,2,352.78,2,2,0,0,0,1,4,0,0,1,0,1,88,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedTypeReference.java,65,36,26,5,6,2,23,122,10,56,4,0,2,22,0.25,7518.7,4,0,6,4,0,168.98,4,29,0,1,118.98,0,0.5,0,1,4,3,740.59,0,2,0,0,0,1,8,0,0,2,0,4,167,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnSingleNameReference.java,76,40,29,8,5,2,31,137,10,56,3,0,2.67,21,0.33,14927.7,3,0,7,3,0,160.14,5,32,0,1,110.14,0,0.5,0,0,3,6,986.18,1,2,0,0,0,1,8,0,0,1,0,5,198,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnSingleTypeReference.java,66,36,26,3,7,2,23,121,10,56,5,0,1.4,16,0.24,5432.45,5,0,7,5,0,129.22,4,28,0,1,129.22,0,0.5,0,1,5,2,715.19,3,3,0,0,0,1,7,0,0,2,0,4,166,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnSuperReference.java,59,20,14,2,7,1,32,129,10,56,3,0,1.33,9,0.11,2658.61,3,0,3,3,0,129.92,1,16,0,1,129.92,0,0.5,0,0,3,2,338.64,2,2,0,0,0,1,4,0,0,1,0,1,85,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionParser.java,746,575,427,95,74,33,97,859,10,56,34,0.14,2.94,405,5.2,258305,38,4,9,35,0,121.96,111,549,0,1,101.35,0,0.5,0.11,9,178,7,15604,29,0,0,0,1,1,100,0,1,34,0,90,2856,1,5
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionScanner.java,68,32,22,10,9,2,27,174,10,56,3,0.33,2.33,20,0.23,7756.11,6,3,1,3,0,82.68,18,30,0,1,114.91,0,0.5,0.56,0,1,4,676.55,2,0,0,0,0,1,7,0,0,3,0,11,148,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/SelectionEngine.java,994,781,469,154,72,16,141,1024,10,56,15,0.19,8.87,426,7.05,805026,29,14,16,15,1,29.27,147,690,1,1,79.27,0,0.5,0.25,8,39,26,21135.8,7,0,0,0,0,1,133,0,0,15,1,59,3421,2,16
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/CharOperation.java,2687,967,538,367,105,25,1615,8469,10,56,51,0.48,5.24,571,9,1384060,53,2,0,51,1,128.77,1630,966,1,1,96.86,0,0,0.03,5,186,31,26986.8,0,4,0,0,0,0,267,0,0,47,0,103,5247,2,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/InvalidInputException.java,33,9,6,0,4,0,20,97,10,56,2,0,1,5,0.02,142.21,2,0,0,2,0,127.31,10,8,0,1,145.19,0,0.5,0,0,2,1,63.6,0,0,0,0,0,1,2,0,0,2,0,3,23,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/IProblem.java,801,371,370,0,64,35,366,1640,72,204,12,355,1,368,10,240165,367,355,1,12,0,129.86,329,369,0,1,82.03,0,0,0,0,12,1,30012.7,0,2,0,0,0,0,12,0,0,10,0,211,3221,1,24
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AbstractMethodDeclaration.java,399,297,217,59,58,11,44,305,10,56,26,0.03,2.81,234,3.04,182352,44,18,9,26,0,154.88,45,287,0,1,104.88,0,0.5,0.08,12,70,9,9111.61,6,3,0,0,0,1,73,0,0,23,2,31,1750,2,10
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AbstractVariableDeclaration.java,88,45,35,5,15,2,28,103,10,56,8,0.06,1.12,29,0.25,3948.94,17,9,5,8,0,171.85,20,39,0,1,131.97,0,0.5,0.06,0,14,2,763.59,2,2,0,0,0,1,9,0,0,6,1,10,183,2,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AllocationExpression.java,291,213,130,54,40,4,38,254,10,56,14,0.02,3.86,148,1.86,101863,18,4,4,14,2,142.86,32,208,2,1,102.98,2,0.25,0.27,3,38,14,5586.38,2,1,0,0,0,1,54,2,0,13,1,26,1051,1,2
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AND_AND_Expression.java,269,208,156,38,21,4,40,293,10,56,6,0,6.33,150,2.12,184221,8,2,5,6,0,65.22,34,202,0,1,83.09,0,0.5,0.5,2,6,17,6350.21,2,0,0,0,0,1,38,0,0,6,0,26,1099,1,1
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/Argument.java,121,84,61,19,21,7,16,136,10,56,6,1,3.5,57,0.9,34618.4,7,1,3,7,0,145.38,13,80,0,1,105.5,0,0.5,0.17,1,10,9,2695.94,2,2,0,0,1,1,21,0,1,4,0,13,512,1,3
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayAllocationExpression.java,188,126,86,32,29,2,33,212,10,56,6,0.47,6,94,1.17,77579.5,9,3,5,6,0,94.58,25,120,0,1,94.34,0,0.5,0.72,0,0,16,3512.84,1,1,0,0,0,1,36,0,0,5,0,21,660,1,1
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayInitializer.java,210,167,119,44,19,3,24,175,10,56,6,0.1,7.33,129,1.73,171125,8,2,4,6,1,126.02,17,162,1,1,86.14,0,0.5,0.58,0,0,16,5192.55,1,1,0,0,0,1,44,0,0,5,0,13,902,1,1
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayQualifiedTypeReference.java,67,40,29,7,17,1,10,57,10,56,7,0.5,1.43,29,0.27,4576.17,8,1,2,7,1,126.29,1,37,1,1,126.29,1,0.33,0.57,0,3,3,799.99,1,1,0,0,0,1,10,1,0,6,0,1,197,1,1
